State,Year,Total_Crimes,Normalized_Crime_Factor,hour,battery_percent,is_alone,mode_of_travel,risk_score
UTTAR PRADESH,2008,23188,2.22,1,94,0,walking,5.9
UTTAR PRADESH,2008,23188,2.22,17,34,1,walking,5.6
UTTAR PRADESH,2008,23188,2.22,21,15,1,walking,7.9
UTTAR PRADESH,2008,23188,2.22,11,90,0,cab,3.7
UTTAR PRADESH,2008,23188,2.22,21,6,1,walking,7.8
UTTAR PRADESH,2008,23188,2.22,19,48,0,cab,4.1
UTTAR PRADESH,2008,23188,2.22,22,38,1,walking,6.9
UTTAR PRADESH,2008,23188,2.22,14,88,0,metro,3.2
UTTAR PRADESH,2008,23188,2.22,23,39,0,cab,4.8
UTTAR PRADESH,2008,23188,2.22,18,93,0,metro,3.6
UTTAR PRADESH,2008,23188,2.22,23,67,0,cab,4.9
UTTAR PRADESH,2008,23188,2.22,18,30,0,walking,5.4
UTTAR PRADESH,2008,23188,2.22,19,69,1,walking,6.3
UTTAR PRADESH,2008,23188,2.22,16,9,1,cab,5.5
UTTAR PRADESH,2008,23188,2.22,11,98,1,cab,4.7
UTTAR PRADESH,2008,23188,2.22,21,67,0,cab,4.8
UTTAR PRADESH,2008,23188,2.22,21,41,1,metro,5.2
UTTAR PRADESH,2008,23188,2.22,20,49,0,walking,5.3
UTTAR PRADESH,2008,23188,2.22,19,37,1,cab,5.1
UTTAR PRADESH,2008,23188,2.22,17,5,1,walking,6.9
UTTAR PRADESH,2008,23188,2.22,23,77,0,cab,4.9
UTTAR PRADESH,2008,23188,2.22,21,41,1,walking,6.8
UTTAR PRADESH,2008,23188,2.22,22,62,0,metro,4.2
UTTAR PRADESH,2008,23188,2.22,22,10,0,walking,6.7
UTTAR PRADESH,2008,23188,2.22,22,61,1,metro,5.0
UTTAR PRADESH,2008,23188,2.22,15,52,0,metro,3.4
UTTAR PRADESH,2008,23188,2.22,5,65,1,walking,5.5
UTTAR PRADESH,2008,23188,2.22,13,94,1,walking,5.8
UTTAR PRADESH,2008,23188,2.22,17,78,1,cab,4.8
UTTAR PRADESH,2008,23188,2.22,13,42,1,cab,4.6
UTTAR PRADESH,2008,23188,2.22,15,66,1,cab,4.5
UTTAR PRADESH,2008,23188,2.22,20,67,0,cab,4.1
UTTAR PRADESH,2008,23188,2.22,12,77,1,cab,4.7
UTTAR PRADESH,2008,23188,2.22,0,81,0,walking,6.2
UTTAR PRADESH,2008,23188,2.22,23,51,1,walking,6.8
UTTAR PRADESH,2008,23188,2.22,21,38,1,cab,5.7
UTTAR PRADESH,2008,23188,2.22,23,44,1,metro,5.1
UTTAR PRADESH,2008,23188,2.22,22,94,0,cab,4.5
UTTAR PRADESH,2008,23188,2.22,21,14,1,cab,6.7
UTTAR PRADESH,2008,23188,2.22,11,77,0,cab,3.8
UTTAR PRADESH,2008,23188,2.22,18,33,0,walking,5.1
UTTAR PRADESH,2008,23188,2.22,15,68,0,walking,4.7
UTTAR PRADESH,2008,23188,2.22,21,56,1,cab,5.7
UTTAR PRADESH,2008,23188,2.22,23,39,1,metro,5.2
UTTAR PRADESH,2008,23188,2.22,9,71,1,cab,4.7
UTTAR PRADESH,2008,23188,2.22,18,88,1,cab,5.4
UTTAR PRADESH,2008,23188,2.22,11,56,1,walking,5.7
UTTAR PRADESH,2008,23188,2.22,0,23,0,metro,4.5
UTTAR PRADESH,2008,23188,2.22,20,76,1,walking,6.4
UTTAR PRADESH,2008,23188,2.22,8,22,1,walking,5.6
UTTARAKHAND,2008,1148,0.11,16,88,0,metro,1.3
UTTARAKHAND,2008,1148,0.11,19,61,1,walking,4.1
UTTARAKHAND,2008,1148,0.11,10,39,0,metro,1.1
UTTARAKHAND,2008,1148,0.11,2,21,1,walking,5.0
UTTARAKHAND,2008,1148,0.11,2,85,1,cab,4.1
UTTARAKHAND,2008,1148,0.11,17,23,0,walking,2.4
UTTARAKHAND,2008,1148,0.11,16,96,1,cab,2.7
UTTARAKHAND,2008,1148,0.11,9,8,1,metro,3.2
UTTARAKHAND,2008,1148,0.11,17,61,1,metro,2.2
UTTARAKHAND,2008,1148,0.11,19,75,0,cab,2.2
UTTARAKHAND,2008,1148,0.11,11,84,1,walking,3.7
UTTARAKHAND,2008,1148,0.11,0,32,1,metro,3.5
UTTARAKHAND,2008,1148,0.11,20,88,1,cab,3.0
UTTARAKHAND,2008,1148,0.11,21,94,0,walking,3.5
UTTARAKHAND,2008,1148,0.11,2,55,0,metro,2.3
UTTARAKHAND,2008,1148,0.11,0,11,0,metro,3.5
UTTARAKHAND,2008,1148,0.11,20,88,1,walking,4.1
UTTARAKHAND,2008,1148,0.11,18,33,1,walking,4.1
UTTARAKHAND,2008,1148,0.11,10,16,1,cab,3.5
UTTARAKHAND,2008,1148,0.11,14,93,1,metro,2.1
UTTARAKHAND,2008,1148,0.11,1,73,0,walking,4.0
UTTARAKHAND,2008,1148,0.11,20,64,0,walking,3.2
UTTARAKHAND,2008,1148,0.11,23,74,1,metro,2.9
UTTARAKHAND,2008,1148,0.11,18,76,1,metro,2.7
UTTARAKHAND,2008,1148,0.11,14,50,1,cab,2.7
UTTARAKHAND,2008,1148,0.11,22,76,0,cab,2.5
UTTARAKHAND,2008,1148,0.11,8,74,1,cab,2.7
UTTARAKHAND,2008,1148,0.11,23,50,1,walking,4.5
UTTARAKHAND,2008,1148,0.11,16,7,0,walking,3.7
UTTARAKHAND,2008,1148,0.11,21,40,1,cab,3.7
UTTARAKHAND,2008,1148,0.11,0,5,1,metro,4.4
UTTARAKHAND,2008,1148,0.11,19,64,0,cab,2.1
UTTARAKHAND,2008,1148,0.11,15,70,1,walking,3.4
UTTARAKHAND,2008,1148,0.11,13,100,1,walking,3.5
UTTARAKHAND,2008,1148,0.11,19,51,0,metro,1.4
UTTARAKHAND,2008,1148,0.11,14,88,1,metro,2.2
UTTARAKHAND,2008,1148,0.11,12,75,0,metro,1.0
UTTARAKHAND,2008,1148,0.11,21,25,1,cab,3.7
UTTARAKHAND,2008,1148,0.11,11,94,0,cab,1.6
UTTARAKHAND,2008,1148,0.11,19,26,0,walking,3.1
UTTARAKHAND,2008,1148,0.11,18,100,1,metro,2.5
UTTARAKHAND,2008,1148,0.11,2,42,0,metro,2.6
UTTARAKHAND,2008,1148,0.11,16,43,1,cab,2.5
UTTARAKHAND,2008,1148,0.11,13,35,0,walking,2.5
UTTARAKHAND,2008,1148,0.11,18,35,0,walking,2.9
UTTARAKHAND,2008,1148,0.11,18,18,0,walking,4.1
UTTARAKHAND,2008,1148,0.11,21,96,0,cab,2.4
UTTARAKHAND,2008,1148,0.11,18,55,0,metro,1.7
UTTARAKHAND,2008,1148,0.11,23,79,1,cab,3.4
UTTARAKHAND,2008,1148,0.11,19,88,1,walking,4.2
UTTARAKHAND,2008,1148,0.11,15,36,0,cab,1.8
UTTARAKHAND,2008,1148,0.11,17,52,1,cab,2.5
UTTARAKHAND,2008,1148,0.11,21,56,1,metro,3.0
UTTARAKHAND,2008,1148,0.11,23,46,0,walking,3.7
UTTARAKHAND,2008,1148,0.11,1,18,1,walking,5.8
UTTARAKHAND,2008,1148,0.11,17,10,0,walking,3.5
UTTARAKHAND,2008,1148,0.11,12,97,0,walking,2.4
UTTARAKHAND,2008,1148,0.11,2,14,0,walking,4.9
UTTARAKHAND,2008,1148,0.11,1,74,0,cab,2.8
UTTARAKHAND,2008,1148,0.11,18,56,0,walking,3.0
UTTARAKHAND,2008,1148,0.11,0,72,1,walking,4.8
UTTARAKHAND,2008,1148,0.11,20,66,0,walking,3.1
UTTARAKHAND,2008,1148,0.11,15,71,0,cab,1.7
UTTARAKHAND,2008,1148,0.11,13,53,1,cab,2.6
UTTARAKHAND,2008,1148,0.11,11,21,0,walking,2.7
UTTARAKHAND,2008,1148,0.11,22,38,1,walking,4.5
UTTARAKHAND,2008,1148,0.11,3,69,1,metro,3.4
UTTARAKHAND,2008,1148,0.11,12,83,1,walking,3.7
UTTARAKHAND,2008,1148,0.11,19,69,1,cab,3.1
UTTARAKHAND,2008,1148,0.11,14,19,1,cab,3.6
UTTARAKHAND,2008,1148,0.11,17,41,0,cab,1.5
UTTARAKHAND,2008,1148,0.11,13,97,0,walking,2.5
UTTARAKHAND,2008,1148,0.11,15,56,1,walking,3.5
UTTARAKHAND,2008,1148,0.11,0,93,0,metro,2.4
UTTARAKHAND,2008,1148,0.11,19,63,1,cab,3.1
UTTARAKHAND,2008,1148,0.11,14,26,1,cab,2.8
UTTARAKHAND,2008,1148,0.11,22,88,1,metro,3.3
UTTARAKHAND,2008,1148,0.11,18,14,0,cab,3.2
UTTARAKHAND,2008,1148,0.11,14,26,1,walking,3.4
UTTARAKHAND,2008,1148,0.11,22,90,0,cab,2.8
UTTARAKHAND,2008,1148,0.11,12,90,0,metro,1.1
UTTARAKHAND,2008,1148,0.11,16,58,1,cab,2.8
UTTARAKHAND,2008,1148,0.11,0,33,0,metro,2.3
UTTARAKHAND,2008,1148,0.11,11,50,0,walking,2.8
UTTARAKHAND,2008,1148,0.11,16,44,1,walking,3.6
UTTARAKHAND,2008,1148,0.11,19,18,0,metro,2.7
UTTARAKHAND,2008,1148,0.11,6,81,0,metro,1.0
UTTARAKHAND,2008,1148,0.11,23,29,0,metro,2.1
UTTARAKHAND,2008,1148,0.11,17,68,0,metro,1.0
UTTARAKHAND,2008,1148,0.11,16,58,1,metro,2.0
UTTARAKHAND,2008,1148,0.11,0,78,0,metro,2.5
UTTARAKHAND,2008,1148,0.11,21,46,1,walking,4.7
UTTARAKHAND,2008,1148,0.11,15,25,0,walking,2.6
UTTARAKHAND,2008,1148,0.11,23,35,1,cab,3.8
UTTARAKHAND,2008,1148,0.11,14,93,1,cab,2.6
UTTARAKHAND,2008,1148,0.11,17,14,1,walking,4.7
UTTARAKHAND,2008,1148,0.11,20,38,1,cab,3.2
UTTARAKHAND,2008,1148,0.11,2,21,1,cab,3.9
UTTARAKHAND,2008,1148,0.11,2,37,0,metro,2.6
UTTARAKHAND,2008,1148,0.11,17,40,1,metro,2.3
WEST BENGAL,2008,20779,1.99,18,24,0,cab,4.0
WEST BENGAL,2008,20779,1.99,0,9,0,walking,6.7
WEST BENGAL,2008,20779,1.99,16,18,1,cab,5.4
WEST BENGAL,2008,20779,1.99,13,74,1,metro,4.0
WEST BENGAL,2008,20779,1.99,14,49,1,cab,4.3
WEST BENGAL,2008,20779,1.99,16,79,1,walking,5.5
WEST BENGAL,2008,20779,1.99,19,12,0,walking,5.9
WEST BENGAL,2008,20779,1.99,21,16,1,cab,6.7
WEST BENGAL,2008,20779,1.99,20,31,1,metro,4.4
WEST BENGAL,2008,20779,1.99,1,87,1,cab,5.9
WEST BENGAL,2008,20779,1.99,17,41,0,cab,3.7
WEST BENGAL,2008,20779,1.99,17,11,1,walking,6.6
WEST BENGAL,2008,20779,1.99,22,51,0,cab,4.4
WEST BENGAL,2008,20779,1.99,21,84,0,walking,5.5
WEST BENGAL,2008,20779,1.99,19,24,1,metro,4.4
WEST BENGAL,2008,20779,1.99,22,80,1,cab,5.7
WEST BENGAL,2008,20779,1.99,20,83,0,cab,4.1
WEST BENGAL,2008,20779,1.99,18,81,0,walking,4.8
WEST BENGAL,2008,20779,1.99,21,54,1,metro,4.9
WEST BENGAL,2008,20779,1.99,17,77,0,walking,4.4
WEST BENGAL,2008,20779,1.99,18,84,1,metro,4.5
WEST BENGAL,2008,20779,1.99,18,55,1,walking,5.8
WEST BENGAL,2008,20779,1.99,18,22,0,walking,5.1
WEST BENGAL,2008,20779,1.99,20,52,0,cab,4.2
WEST BENGAL,2008,20779,1.99,10,98,0,walking,4.4
WEST BENGAL,2008,20779,1.99,14,92,0,cab,3.6
WEST BENGAL,2008,20779,1.99,3,75,1,metro,5.5
WEST BENGAL,2008,20779,1.99,0,28,1,cab,5.6
WEST BENGAL,2008,20779,1.99,7,13,1,metro,5.0
WEST BENGAL,2008,20779,1.99,19,79,1,cab,4.8
WEST BENGAL,2008,20779,1.99,0,52,0,metro,4.3
WEST BENGAL,2008,20779,1.99,9,55,1,cab,4.5
WEST BENGAL,2008,20779,1.99,13,62,1,cab,4.7
WEST BENGAL,2008,20779,1.99,12,76,1,walking,5.5
WEST BENGAL,2008,20779,1.99,11,78,0,metro,2.9
WEST BENGAL,2008,20779,1.99,17,35,0,metro,3.2
WEST BENGAL,2008,20779,1.99,18,33,0,walking,5.0
WEST BENGAL,2008,20779,1.99,3,18,1,walking,7.9
WEST BENGAL,2008,20779,1.99,17,25,0,walking,4.6
WEST BENGAL,2008,20779,1.99,20,44,0,metro,3.3
WEST BENGAL,2008,20779,1.99,15,35,0,cab,3.5
WEST BENGAL,2008,20779,1.99,18,23,1,metro,4.4
WEST BENGAL,2008,20779,1.99,20,27,1,cab,4.9
WEST BENGAL,2008,20779,1.99,23,70,1,cab,5.5
WEST BENGAL,2008,20779,1.99,22,40,0,metro,3.8
WEST BENGAL,2008,20779,1.99,15,39,1,metro,3.9
WEST BENGAL,2008,20779,1.99,22,84,0,metro,3.8
WEST BENGAL,2008,20779,1.99,0,50,0,cab,4.9
WEST BENGAL,2008,20779,1.99,20,83,0,walking,5.2
WEST BENGAL,2008,20779,1.99,0,8,1,walking,7.9
WEST BENGAL,2008,20779,1.99,11,15,0,walking,5.5
WEST BENGAL,2008,20779,1.99,22,73,1,walking,6.4
WEST BENGAL,2008,20779,1.99,2,56,1,cab,5.6
WEST BENGAL,2008,20779,1.99,1,41,1,cab,5.8
WEST BENGAL,2008,20779,1.99,19,19,0,cab,4.9
WEST BENGAL,2008,20779,1.99,23,59,1,cab,5.4
WEST BENGAL,2008,20779,1.99,19,53,0,metro,3.5
WEST BENGAL,2008,20779,1.99,19,45,0,cab,3.9
WEST BENGAL,2008,20779,1.99,14,5,1,walking,6.6
WEST BENGAL,2008,20779,1.99,12,63,0,cab,3.6
WEST BENGAL,2008,20779,1.99,14,76,0,metro,3.1
WEST BENGAL,2008,20779,1.99,12,93,0,cab,3.4
WEST BENGAL,2008,20779,1.99,20,78,0,metro,3.7
WEST BENGAL,2008,20779,1.99,13,74,1,walking,5.7
WEST BENGAL,2008,20779,1.99,2,48,1,metro,5.1
WEST BENGAL,2008,20779,1.99,18,17,1,cab,5.9
WEST BENGAL,2008,20779,1.99,23,98,1,metro,5.1
WEST BENGAL,2008,20779,1.99,3,54,0,walking,5.8
WEST BENGAL,2008,20779,1.99,21,57,1,walking,6.5
WEST BENGAL,2008,20779,1.99,10,85,0,walking,4.5
WEST BENGAL,2008,20779,1.99,17,37,1,metro,3.9
WEST BENGAL,2008,20779,1.99,8,69,1,cab,4.6
WEST BENGAL,2008,20779,1.99,4,100,0,cab,4.9
WEST BENGAL,2008,20779,1.99,15,44,0,cab,3.6
WEST BENGAL,2008,20779,1.99,15,25,0,metro,3.1
WEST BENGAL,2008,20779,1.99,9,23,0,cab,3.5
WEST BENGAL,2008,20779,1.99,8,99,0,walking,4.5
WEST BENGAL,2008,20779,1.99,22,18,1,cab,6.4
WEST BENGAL,2008,20779,1.99,16,26,0,metro,3.0
WEST BENGAL,2008,20779,1.99,1,96,0,cab,4.9
WEST BENGAL,2008,20779,1.99,18,68,1,cab,5.2
WEST BENGAL,2008,20779,1.99,12,18,1,metro,4.9
WEST BENGAL,2008,20779,1.99,2,67,0,cab,4.8
WEST BENGAL,2008,20779,1.99,21,33,1,cab,5.5
WEST BENGAL,2008,20779,1.99,22,29,1,walking,6.4
WEST BENGAL,2008,20779,1.99,21,14,1,cab,6.3
WEST BENGAL,2008,20779,1.99,19,38,1,walking,6.0
WEST BENGAL,2008,20779,1.99,19,37,1,cab,5.1
WEST BENGAL,2008,20779,1.99,19,100,1,walking,6.0
WEST BENGAL,2008,20779,1.99,16,60,0,metro,2.9
WEST BENGAL,2008,20779,1.99,11,89,0,cab,3.4
WEST BENGAL,2008,20779,1.99,11,8,1,walking,6.5
WEST BENGAL,2008,20779,1.99,15,55,0,cab,3.3
WEST BENGAL,2008,20779,1.99,18,23,0,metro,3.7
WEST BENGAL,2008,20779,1.99,17,13,1,cab,5.3
WEST BENGAL,2008,20779,1.99,19,43,1,metro,4.4
WEST BENGAL,2008,20779,1.99,12,34,0,walking,4.6
WEST BENGAL,2008,20779,1.99,22,54,1,cab,5.5
WEST BENGAL,2008,20779,1.99,23,40,1,metro,4.9
WEST BENGAL,2008,20779,1.99,12,50,1,metro,4.1
A & N ISLANDS,2008,80,0.01,20,42,0,metro,1.7
A & N ISLANDS,2008,80,0.01,15,12,1,cab,3.6
A & N ISLANDS,2008,80,0.01,12,82,0,walking,2.5
A & N ISLANDS,2008,80,0.01,22,44,0,walking,3.7
A & N ISLANDS,2008,80,0.01,21,49,0,walking,3.6
A & N ISLANDS,2008,80,0.01,0,63,0,cab,2.8
A & N ISLANDS,2008,80,0.01,1,57,0,cab,2.7
A & N ISLANDS,2008,80,0.01,0,56,0,metro,2.1
A & N ISLANDS,2008,80,0.01,11,10,0,walking,3.6
A & N ISLANDS,2008,80,0.01,0,92,0,cab,2.7
A & N ISLANDS,2008,80,0.01,23,45,0,metro,2.0
A & N ISLANDS,2008,80,0.01,10,72,1,cab,2.5
A & N ISLANDS,2008,80,0.01,21,51,0,walking,3.5
A & N ISLANDS,2008,80,0.01,21,50,0,metro,1.9
A & N ISLANDS,2008,80,0.01,0,54,0,cab,2.8
A & N ISLANDS,2008,80,0.01,18,85,0,metro,1.4
A & N ISLANDS,2008,80,0.01,14,56,0,metro,1.0
A & N ISLANDS,2008,80,0.01,20,96,1,metro,2.7
A & N ISLANDS,2008,80,0.01,17,49,0,metro,1.0
A & N ISLANDS,2008,80,0.01,19,49,0,walking,3.2
A & N ISLANDS,2008,80,0.01,15,42,0,walking,2.4
A & N ISLANDS,2008,80,0.01,17,92,1,metro,2.0
A & N ISLANDS,2008,80,0.01,8,28,1,metro,2.2
A & N ISLANDS,2008,80,0.01,12,6,1,cab,3.6
A & N ISLANDS,2008,80,0.01,17,89,1,walking,3.4
A & N ISLANDS,2008,80,0.01,23,43,0,walking,3.5
A & N ISLANDS,2008,80,0.01,8,20,0,metro,1.2
A & N ISLANDS,2008,80,0.01,14,66,0,walking,2.4
A & N ISLANDS,2008,80,0.01,8,7,0,walking,3.7
A & N ISLANDS,2008,80,0.01,16,66,1,walking,3.5
A & N ISLANDS,2008,80,0.01,14,43,0,cab,1.5
A & N ISLANDS,2008,80,0.01,10,48,0,walking,2.7
A & N ISLANDS,2008,80,0.01,21,69,1,walking,4.3
A & N ISLANDS,2008,80,0.01,20,63,1,cab,2.9
A & N ISLANDS,2008,80,0.01,19,18,0,walking,3.9
A & N ISLANDS,2008,80,0.01,23,27,0,walking,3.6
A & N ISLANDS,2008,80,0.01,1,97,1,metro,3.1
A & N ISLANDS,2008,80,0.01,1,80,0,metro,2.1
A & N ISLANDS,2008,80,0.01,4,56,1,cab,3.7
A & N ISLANDS,2008,80,0.01,2,66,1,metro,3.2
A & N ISLANDS,2008,80,0.01,21,48,1,metro,2.8
A & N ISLANDS,2008,80,0.01,20,82,1,walking,4.2
A & N ISLANDS,2008,80,0.01,21,65,1,metro,3.0
A & N ISLANDS,2008,80,0.01,0,17,0,cab,3.8
A & N ISLANDS,2008,80,0.01,18,93,1,walking,4.1
A & N ISLANDS,2008,80,0.01,15,100,1,walking,3.6
A & N ISLANDS,2008,80,0.01,16,68,0,walking,2.6
A & N ISLANDS,2008,80,0.01,12,47,1,metro,2.0
A & N ISLANDS,2008,80,0.01,19,69,1,metro,2.5
A & N ISLANDS,2008,80,0.01,20,55,0,metro,1.6
A & N ISLANDS,2008,80,0.01,15,41,1,metro,2.2
A & N ISLANDS,2008,80,0.01,2,69,1,metro,3.3
A & N ISLANDS,2008,80,0.01,20,15,1,metro,3.6
A & N ISLANDS,2008,80,0.01,21,80,0,metro,2.2
A & N ISLANDS,2008,80,0.01,6,27,0,cab,1.4
A & N ISLANDS,2008,80,0.01,14,72,1,walking,3.5
A & N ISLANDS,2008,80,0.01,19,97,0,walking,3.1
A & N ISLANDS,2008,80,0.01,11,66,0,walking,2.3
A & N ISLANDS,2008,80,0.01,19,40,1,metro,2.7
A & N ISLANDS,2008,80,0.01,10,8,1,cab,3.5
A & N ISLANDS,2008,80,0.01,18,43,0,metro,1.5
A & N ISLANDS,2008,80,0.01,12,31,0,cab,1.6
A & N ISLANDS,2008,80,0.01,10,100,0,cab,1.7
A & N ISLANDS,2008,80,0.01,18,50,1,metro,2.5
A & N ISLANDS,2008,80,0.01,20,62,1,metro,2.4
A & N ISLANDS,2008,80,0.01,21,93,0,metro,2.1
A & N ISLANDS,2008,80,0.01,3,8,0,walking,4.9
A & N ISLANDS,2008,80,0.01,18,43,1,metro,2.3
A & N ISLANDS,2008,80,0.01,2,38,1,walking,4.7
A & N ISLANDS,2008,80,0.01,20,18,1,walking,5.0
A & N ISLANDS,2008,80,0.01,17,89,0,metro,1.0
A & N ISLANDS,2008,80,0.01,21,40,0,metro,2.1
A & N ISLANDS,2008,80,0.01,9,88,0,cab,1.4
A & N ISLANDS,2008,80,0.01,15,22,1,cab,2.6
A & N ISLANDS,2008,80,0.01,16,5,1,walking,4.6
A & N ISLANDS,2008,80,0.01,16,26,0,cab,1.3
A & N ISLANDS,2008,80,0.01,1,62,0,walking,3.8
A & N ISLANDS,2008,80,0.01,7,48,1,metro,2.0
A & N ISLANDS,2008,80,0.01,16,22,1,metro,1.9
A & N ISLANDS,2008,80,0.01,13,7,0,metro,2.0
A & N ISLANDS,2008,80,0.01,16,28,1,cab,2.7
A & N ISLANDS,2008,80,0.01,21,31,1,metro,2.9
A & N ISLANDS,2008,80,0.01,18,37,1,cab,3.1
A & N ISLANDS,2008,80,0.01,17,72,1,walking,3.5
A & N ISLANDS,2008,80,0.01,16,12,0,walking,3.5
A & N ISLANDS,2008,80,0.01,19,56,0,metro,1.6
A & N ISLANDS,2008,80,0.01,20,8,1,cab,4.0
A & N ISLANDS,2008,80,0.01,16,32,0,walking,2.5
A & N ISLANDS,2008,80,0.01,18,21,1,walking,4.2
A & N ISLANDS,2008,80,0.01,18,90,0,metro,1.6
A & N ISLANDS,2008,80,0.01,1,5,1,cab,4.7
A & N ISLANDS,2008,80,0.01,22,95,1,metro,3.2
A & N ISLANDS,2008,80,0.01,1,100,1,metro,3.2
A & N ISLANDS,2008,80,0.01,15,8,0,walking,3.5
A & N ISLANDS,2008,80,0.01,6,58,0,walking,2.2
A & N ISLANDS,2008,80,0.01,16,100,0,cab,1.4
A & N ISLANDS,2008,80,0.01,7,74,0,metro,1.0
A & N ISLANDS,2008,80,0.01,20,16,0,walking,4.2
A & N ISLANDS,2008,80,0.01,23,95,1,cab,3.4
A & N ISLANDS,2008,80,0.01,17,51,1,walking,3.6
CHANDIGARH,2008,135,0.01,21,69,0,walking,3.5
CHANDIGARH,2008,135,0.01,19,64,1,metro,2.6
CHANDIGARH,2008,135,0.01,12,15,0,metro,2.2
CHANDIGARH,2008,135,0.01,19,58,0,metro,1.3
CHANDIGARH,2008,135,0.01,15,39,0,cab,1.5
CHANDIGARH,2008,135,0.01,22,80,1,walking,4.7
CHANDIGARH,2008,135,0.01,3,72,1,cab,3.9
CHANDIGARH,2008,135,0.01,0,94,0,cab,2.8
CHANDIGARH,2008,135,0.01,19,7,0,metro,2.4
CHANDIGARH,2008,135,0.01,18,56,1,walking,4.0
CHANDIGARH,2008,135,0.01,19,8,1,cab,4.2
CHANDIGARH,2008,135,0.01,21,47,1,metro,3.1
CHANDIGARH,2008,135,0.01,10,91,0,walking,2.4
CHANDIGARH,2008,135,0.01,3,78,0,metro,2.3
CHANDIGARH,2008,135,0.01,16,44,0,metro,1.0
CHANDIGARH,2008,135,0.01,0,17,1,metro,4.1
CHANDIGARH,2008,135,0.01,23,96,0,cab,2.3
CHANDIGARH,2008,135,0.01,15,22,0,metro,1.1
CHANDIGARH,2008,135,0.01,17,19,1,walking,4.6
CHANDIGARH,2008,135,0.01,22,88,0,walking,3.5
CHANDIGARH,2008,135,0.01,8,68,1,metro,2.0
CHANDIGARH,2008,135,0.01,23,80,0,cab,2.5
CHANDIGARH,2008,135,0.01,2,82,0,metro,2.3
CHANDIGARH,2008,135,0.01,2,91,1,metro,3.3
CHANDIGARH,2008,135,0.01,11,94,0,cab,1.5
CHANDIGARH,2008,135,0.01,4,100,1,cab,3.9
CHANDIGARH,2008,135,0.01,4,61,0,walking,3.9
CHANDIGARH,2008,135,0.01,17,69,1,walking,3.5
CHANDIGARH,2008,135,0.01,15,79,0,cab,1.5
CHANDIGARH,2008,135,0.01,23,35,1,cab,3.4
CHANDIGARH,2008,135,0.01,21,30,1,cab,3.4
CHANDIGARH,2008,135,0.01,10,94,0,cab,1.4
CHANDIGARH,2008,135,0.01,13,26,0,walking,2.7
CHANDIGARH,2008,135,0.01,13,79,0,cab,1.5
CHANDIGARH,2008,135,0.01,19,34,0,cab,2.0
CHANDIGARH,2008,135,0.01,0,46,1,cab,3.9
CHANDIGARH,2008,135,0.01,17,9,1,cab,3.4
CHANDIGARH,2008,135,0.01,6,71,0,walking,2.2
CHANDIGARH,2008,135,0.01,20,73,0,walking,3.0
CHANDIGARH,2008,135,0.01,20,65,1,walking,4.2
CHANDIGARH,2008,135,0.01,21,42,0,walking,3.6
CHANDIGARH,2008,135,0.01,0,94,0,walking,3.9
CHANDIGARH,2008,135,0.01,19,97,0,cab,2.0
CHANDIGARH,2008,135,0.01,12,41,1,cab,2.4
CHANDIGARH,2008,135,0.01,22,87,1,metro,3.2
CHANDIGARH,2008,135,0.01,11,20,1,metro,1.9
CHANDIGARH,2008,135,0.01,16,99,0,cab,1.7
CHANDIGARH,2008,135,0.01,20,25,1,walking,4.1
CHANDIGARH,2008,135,0.01,4,48,0,metro,2.1
CHANDIGARH,2008,135,0.01,0,47,0,walking,3.8
CHANDIGARH,2008,135,0.01,0,28,1,cab,3.8
CHANDIGARH,2008,135,0.01,0,48,0,cab,2.9
CHANDIGARH,2008,135,0.01,17,58,0,cab,1.4
CHANDIGARH,2008,135,0.01,12,31,0,metro,1.2
CHANDIGARH,2008,135,0.01,16,73,1,walking,3.7
CHANDIGARH,2008,135,0.01,13,63,1,walking,3.5
CHANDIGARH,2008,135,0.01,15,62,1,metro,2.2
CHANDIGARH,2008,135,0.01,12,54,0,metro,1.0
CHANDIGARH,2008,135,0.01,3,81,0,metro,2.4
CHANDIGARH,2008,135,0.01,16,42,1,cab,2.6
CHANDIGARH,2008,135,0.01,11,83,1,cab,2.3
CHANDIGARH,2008,135,0.01,23,51,0,walking,3.5
CHANDIGARH,2008,135,0.01,19,72,1,cab,3.2
CHANDIGARH,2008,135,0.01,12,44,0,walking,2.6
CHANDIGARH,2008,135,0.01,21,49,1,walking,4.5
CHANDIGARH,2008,135,0.01,14,25,0,cab,1.5
CHANDIGARH,2008,135,0.01,7,61,0,metro,1.0
CHANDIGARH,2008,135,0.01,2,90,1,metro,3.2
CHANDIGARH,2008,135,0.01,10,10,1,metro,3.0
CHANDIGARH,2008,135,0.01,0,45,1,walking,4.6
CHANDIGARH,2008,135,0.01,1,54,0,metro,2.5
CHANDIGARH,2008,135,0.01,12,25,1,cab,2.4
CHANDIGARH,2008,135,0.01,11,25,0,metro,1.1
CHANDIGARH,2008,135,0.01,23,78,0,walking,3.5
CHANDIGARH,2008,135,0.01,17,42,0,metro,1.0
CHANDIGARH,2008,135,0.01,20,71,0,walking,3.2
CHANDIGARH,2008,135,0.01,22,31,0,metro,2.1
CHANDIGARH,2008,135,0.01,14,95,0,cab,1.4
CHANDIGARH,2008,135,0.01,14,79,0,walking,2.7
CHANDIGARH,2008,135,0.01,23,41,0,cab,2.6
CHANDIGARH,2008,135,0.01,13,64,0,metro,1.2
CHANDIGARH,2008,135,0.01,0,69,1,cab,3.8
